date,provider,resource_id,resource_name,instance_type,project,environment,cost_center,avg_cpu_percent,max_cpu_percent,avg_memory_percent,max_memory_percent,network_in_gb,network_out_gb,status
2026-03-18,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-19,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-20,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-21,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-22,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-23,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-24,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-25,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-26,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-27,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-28,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-29,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-30,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-31,AWS,i-idle-001,i-idle-001,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-01,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-02,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-03,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-04,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-05,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-06,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-07,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-08,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-09,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-10,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-11,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-12,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-13,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-14,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-15,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-16,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-17,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-18,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-19,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-20,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-21,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-22,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-23,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-24,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-25,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-26,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-27,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-28,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-29,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-30,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-31,AWS,i-idle-002,i-idle-002,m5.large,api,stg,CC-200,0.0,0.0,0.0,0.0,0.000,0.000,stopped
2026-03-01,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,10.8,18.8,15.2,35.0,0.500,0.200,running
2026-03-02,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,10.5,18.5,18.3,35.0,0.500,0.200,running
2026-03-03,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,15.9,23.9,24.7,35.0,0.500,0.200,running
2026-03-04,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,11.2,19.2,21.4,35.0,0.500,0.200,running
2026-03-05,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,12.2,20.2,24.8,35.0,0.500,0.200,running
2026-03-06,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,13.3,21.3,24.4,35.0,0.500,0.200,running
2026-03-07,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,9.9,17.9,24.7,35.0,0.500,0.200,running
2026-03-08,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,10.4,18.4,24.6,35.0,0.500,0.200,running
2026-03-09,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,11.1,19.1,16.1,35.0,0.500,0.200,running
2026-03-10,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,12.5,20.5,22.3,35.0,0.500,0.200,running
2026-03-11,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,11.5,19.5,21.1,35.0,0.500,0.200,running
2026-03-12,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,13.1,21.1,18.9,35.0,0.500,0.200,running
2026-03-13,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,13.6,21.6,17.5,35.0,0.500,0.200,running
2026-03-14,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,14.7,22.7,15.0,35.0,0.500,0.200,running
2026-03-15,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,16.4,24.4,20.4,35.0,0.500,0.200,running
2026-03-16,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,14.8,22.8,22.4,35.0,0.500,0.200,running
2026-03-17,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,14.4,22.4,18.6,35.0,0.500,0.200,running
2026-03-18,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,9.6,17.6,21.6,35.0,0.500,0.200,running
2026-03-19,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,11.6,19.6,18.1,35.0,0.500,0.200,running
2026-03-20,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,15.8,23.8,22.2,35.0,0.500,0.200,running
2026-03-21,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,11.4,19.4,18.1,35.0,0.500,0.200,running
2026-03-22,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,12.3,20.3,19.0,35.0,0.500,0.200,running
2026-03-23,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,11.4,19.4,16.3,35.0,0.500,0.200,running
2026-03-24,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,12.4,20.4,24.4,35.0,0.500,0.200,running
2026-03-25,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,14.4,22.4,24.0,35.0,0.500,0.200,running
2026-03-26,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,13.9,21.9,18.0,35.0,0.500,0.200,running
2026-03-27,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,13.4,21.4,15.0,35.0,0.500,0.200,running
2026-03-28,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,11.3,19.3,19.3,35.0,0.500,0.200,running
2026-03-29,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,13.6,21.6,21.5,35.0,0.500,0.200,running
2026-03-30,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,12.7,20.7,19.4,35.0,0.500,0.200,running
2026-03-31,AWS,i-overprov-001,i-overprov-001,m5.4xlarge,api,prod,CC-200,10.7,18.7,19.7,35.0,0.500,0.200,running
2026-03-01,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,16.2,24.2,23.0,35.0,0.500,0.200,running
2026-03-02,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,10.4,18.4,15.8,35.0,0.500,0.200,running
2026-03-03,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,13.1,21.1,21.3,35.0,0.500,0.200,running
2026-03-04,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,11.7,19.7,23.2,35.0,0.500,0.200,running
2026-03-05,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,15.0,23.0,21.7,35.0,0.500,0.200,running
2026-03-06,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,10.8,18.8,17.0,35.0,0.500,0.200,running
2026-03-07,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,9.2,17.2,17.4,35.0,0.500,0.200,running
2026-03-08,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,12.8,20.8,23.5,35.0,0.500,0.200,running
2026-03-09,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,9.6,17.6,19.1,35.0,0.500,0.200,running
2026-03-10,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,14.0,22.0,16.9,35.0,0.500,0.200,running
2026-03-11,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,14.6,22.6,19.9,35.0,0.500,0.200,running
2026-03-12,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,11.0,19.0,21.6,35.0,0.500,0.200,running
2026-03-13,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,9.0,17.0,22.5,35.0,0.500,0.200,running
2026-03-14,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,15.2,23.2,16.1,35.0,0.500,0.200,running
2026-03-15,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,12.4,20.4,16.8,35.0,0.500,0.200,running
2026-03-16,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,16.7,24.7,20.2,35.0,0.500,0.200,running
2026-03-17,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,9.4,17.4,17.5,35.0,0.500,0.200,running
2026-03-18,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,15.8,23.8,19.6,35.0,0.500,0.200,running
2026-03-19,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,15.4,23.4,21.7,35.0,0.500,0.200,running
2026-03-20,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,16.9,24.9,21.0,35.0,0.500,0.200,running
2026-03-21,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,16.6,24.6,23.9,35.0,0.500,0.200,running
2026-03-22,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,13.9,21.9,22.2,35.0,0.500,0.200,running
2026-03-23,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,13.0,21.0,23.3,35.0,0.500,0.200,running
2026-03-24,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,13.4,21.4,24.0,35.0,0.500,0.200,running
2026-03-25,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,14.9,22.9,19.7,35.0,0.500,0.200,running
2026-03-26,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,11.1,19.1,17.5,35.0,0.500,0.200,running
2026-03-27,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,14.1,22.1,22.7,35.0,0.500,0.200,running
2026-03-28,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,13.2,21.2,21.3,35.0,0.500,0.200,running
2026-03-29,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,11.2,19.2,15.8,35.0,0.500,0.200,running
2026-03-30,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,11.3,19.3,17.7,35.0,0.500,0.200,running
2026-03-31,AWS,i-overprov-002,i-overprov-002,m5.4xlarge,api,prod,CC-200,11.6,19.6,20.4,35.0,0.500,0.200,running
2026-03-01,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,10.1,18.1,17.3,35.0,0.500,0.200,running
2026-03-02,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,14.6,22.6,22.1,35.0,0.500,0.200,running
2026-03-03,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,9.5,17.5,19.1,35.0,0.500,0.200,running
2026-03-04,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,13.3,21.3,19.2,35.0,0.500,0.200,running
2026-03-05,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,10.7,18.7,19.2,35.0,0.500,0.200,running
2026-03-06,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,16.2,24.2,20.8,35.0,0.500,0.200,running
2026-03-07,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,14.6,22.6,23.6,35.0,0.500,0.200,running
2026-03-08,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,15.1,23.1,18.8,35.0,0.500,0.200,running
2026-03-09,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,9.0,17.0,18.5,35.0,0.500,0.200,running
2026-03-10,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,15.0,23.0,23.5,35.0,0.500,0.200,running
2026-03-11,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,16.6,24.6,19.2,35.0,0.500,0.200,running
2026-03-12,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,15.0,23.0,20.5,35.0,0.500,0.200,running
2026-03-13,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,13.8,21.8,17.2,35.0,0.500,0.200,running
2026-03-14,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,10.8,18.8,19.4,35.0,0.500,0.200,running
2026-03-15,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,9.2,17.2,18.4,35.0,0.500,0.200,running
2026-03-16,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,14.4,22.4,19.0,35.0,0.500,0.200,running
2026-03-17,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,10.3,18.3,19.7,35.0,0.500,0.200,running
2026-03-18,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,10.0,18.0,21.2,35.0,0.500,0.200,running
2026-03-19,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,9.2,17.2,18.9,35.0,0.500,0.200,running
2026-03-20,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,13.5,21.5,15.3,35.0,0.500,0.200,running
2026-03-21,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,14.1,22.1,16.4,35.0,0.500,0.200,running
2026-03-22,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,12.7,20.7,15.5,35.0,0.500,0.200,running
2026-03-23,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,12.0,20.0,17.1,35.0,0.500,0.200,running
2026-03-24,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,11.6,19.6,22.6,35.0,0.500,0.200,running
2026-03-25,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,12.0,20.0,22.5,35.0,0.500,0.200,running
2026-03-26,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,15.7,23.7,17.5,35.0,0.500,0.200,running
2026-03-27,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,9.7,17.7,15.2,35.0,0.500,0.200,running
2026-03-28,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,13.3,21.3,25.0,35.0,0.500,0.200,running
2026-03-29,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,11.8,19.8,21.5,35.0,0.500,0.200,running
2026-03-30,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,15.2,23.2,21.5,35.0,0.500,0.200,running
2026-03-31,AWS,i-overprov-003,i-overprov-003,m5.4xlarge,api,prod,CC-200,15.0,23.0,24.5,35.0,0.500,0.200,running
2026-03-01,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,10.6,18.6,15.2,35.0,0.500,0.200,running
2026-03-02,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,10.2,18.2,16.3,35.0,0.500,0.200,running
2026-03-03,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,14.4,22.4,20.6,35.0,0.500,0.200,running
2026-03-04,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,10.7,18.7,22.0,35.0,0.500,0.200,running
2026-03-05,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,15.1,23.1,16.7,35.0,0.500,0.200,running
2026-03-06,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,13.9,21.9,22.5,35.0,0.500,0.200,running
2026-03-07,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,9.9,17.9,23.2,35.0,0.500,0.200,running
2026-03-08,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,16.7,24.7,16.1,35.0,0.500,0.200,running
2026-03-09,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,9.2,17.2,18.1,35.0,0.500,0.200,running
2026-03-10,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,14.4,22.4,24.6,35.0,0.500,0.200,running
2026-03-11,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,12.2,20.2,22.2,35.0,0.500,0.200,running
2026-03-12,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,9.6,17.6,21.9,35.0,0.500,0.200,running
2026-03-13,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,14.0,22.0,16.0,35.0,0.500,0.200,running
2026-03-14,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,15.2,23.2,23.5,35.0,0.500,0.200,running
2026-03-15,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,13.8,21.8,16.2,35.0,0.500,0.200,running
2026-03-16,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,16.9,24.9,22.8,35.0,0.500,0.200,running
2026-03-17,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,11.8,19.8,19.3,35.0,0.500,0.200,running
2026-03-18,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,12.0,20.0,20.1,35.0,0.500,0.200,running
2026-03-19,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,11.7,19.7,23.5,35.0,0.500,0.200,running
2026-03-20,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,15.6,23.6,16.1,35.0,0.500,0.200,running
2026-03-21,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,16.7,24.7,21.4,35.0,0.500,0.200,running
2026-03-22,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,15.6,23.6,22.1,35.0,0.500,0.200,running
2026-03-23,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,12.5,20.5,22.3,35.0,0.500,0.200,running
2026-03-24,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,16.7,24.7,17.7,35.0,0.500,0.200,running
2026-03-25,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,15.5,23.5,20.4,35.0,0.500,0.200,running
2026-03-26,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,12.9,20.9,19.4,35.0,0.500,0.200,running
2026-03-27,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,14.8,22.8,17.7,35.0,0.500,0.200,running
2026-03-28,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,15.8,23.8,23.3,35.0,0.500,0.200,running
2026-03-29,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,9.7,17.7,23.8,35.0,0.500,0.200,running
2026-03-30,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,11.0,19.0,19.6,35.0,0.500,0.200,running
2026-03-31,AWS,i-overprov-004,i-overprov-004,m5.4xlarge,api,prod,CC-200,13.9,21.9,18.8,35.0,0.500,0.200,running
2026-03-01,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,9.2,17.2,23.5,35.0,0.500,0.200,running
2026-03-02,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,10.5,18.5,17.1,35.0,0.500,0.200,running
2026-03-03,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,15.4,23.4,18.4,35.0,0.500,0.200,running
2026-03-04,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,16.0,24.0,22.0,35.0,0.500,0.200,running
2026-03-05,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,11.2,19.2,15.1,35.0,0.500,0.200,running
2026-03-06,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,16.6,24.6,15.9,35.0,0.500,0.200,running
2026-03-07,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,14.8,22.8,19.9,35.0,0.500,0.200,running
2026-03-08,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,15.1,23.1,21.9,35.0,0.500,0.200,running
2026-03-09,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,14.2,22.2,19.9,35.0,0.500,0.200,running
2026-03-10,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,15.3,23.3,15.9,35.0,0.500,0.200,running
2026-03-11,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,10.8,18.8,21.9,35.0,0.500,0.200,running
2026-03-12,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,11.4,19.4,20.8,35.0,0.500,0.200,running
2026-03-13,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,12.8,20.8,20.3,35.0,0.500,0.200,running
2026-03-14,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,12.4,20.4,22.5,35.0,0.500,0.200,running
2026-03-15,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,11.6,19.6,22.0,35.0,0.500,0.200,running
2026-03-16,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,11.2,19.2,17.5,35.0,0.500,0.200,running
2026-03-17,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,10.0,18.0,16.9,35.0,0.500,0.200,running
2026-03-18,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,10.0,18.0,20.4,35.0,0.500,0.200,running
2026-03-19,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,15.1,23.1,16.9,35.0,0.500,0.200,running
2026-03-20,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,10.7,18.7,19.8,35.0,0.500,0.200,running
2026-03-21,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,14.8,22.8,24.8,35.0,0.500,0.200,running
2026-03-22,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,13.2,21.2,17.8,35.0,0.500,0.200,running
2026-03-23,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,9.8,17.8,16.9,35.0,0.500,0.200,running
2026-03-24,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,10.8,18.8,16.8,35.0,0.500,0.200,running
2026-03-25,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,9.1,17.1,20.3,35.0,0.500,0.200,running
2026-03-26,AWS,i-overprov-005,i-overprov-005,m5.4xlarge,api,prod,CC-200,11.2,19.2,24.7,35.0,0.500,0.200,running
