date,provider,model,project,cost_center,tokens_input,tokens_output,request_count,cost_usd,api_key_hash,tags
2026-03-15,anthropic,claude-3-haiku,web,CC-200,139658,35909,477,0.0798,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-16,anthropic,claude-3-haiku,web,,357785,78680,1288,0.1878,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web""}"
2026-03-17,anthropic,claude-3-haiku,web,CC-200,297817,72202,1207,0.1647,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-18,anthropic,claude-3-haiku,web,CC-200,359205,75475,1080,0.1841,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-19,anthropic,claude-3-haiku,,CC-200,327496,70303,1116,0.1698,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""CostCenter"": ""CC-200""}"
2026-03-20,anthropic,claude-3-haiku,web,CC-200,241595,83062,1309,0.1642,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-21,anthropic,claude-3-haiku,web,CC-200,101935,37448,424,0.0723,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-22,anthropic,claude-3-haiku,web,CC-200,98402,33280,542,0.0662,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-23,anthropic,claude-3-haiku,web,CC-200,317642,90604,1339,0.1927,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-24,anthropic,claude-3-haiku,web,CC-200,347171,77223,1344,0.1833,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-25,anthropic,claude-3-haiku,web,CC-200,308315,64306,1236,0.1575,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-26,anthropic,claude-3-haiku,web,CC-200,299080,66659,1079,0.1581,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-27,anthropic,claude-3-haiku,web,CC-200,263492,81420,1361,0.1676,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-28,anthropic,claude-3-haiku,web,CC-200,121093,38128,476,0.0779,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-29,anthropic,claude-3-haiku,web,CC-200,128744,34267,452,0.075,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-30,anthropic,claude-3-haiku,web,CC-200,336638,65346,1330,0.1658,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-31,anthropic,claude-3-haiku,web,CC-200,302193,95708,1052,0.1952,sk-5ef01757b88e1394,"{""Environment"": ""prod"", ""Owner"": ""web-team@hbt.co.kr"", ""Project"": ""web"", ""CostCenter"": ""CC-200""}"
2026-03-01,openai,gpt-4o-mini,api,CC-200,676922,114479,1905,0.1702,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-02,openai,gpt-4o-mini,,CC-200,928892,174230,2789,0.2439,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""CostCenter"": ""CC-200""}"
2026-03-03,openai,gpt-4o-mini,api,CC-200,1061261,145260,2944,0.2463,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-04,openai,gpt-4o-mini,,CC-200,916491,176786,3286,0.2435,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""CostCenter"": ""CC-200""}"
2026-03-05,openai,gpt-4o-mini,api,CC-200,1129193,162625,3291,0.267,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-06,openai,gpt-4o-mini,api,CC-200,1162162,194151,2813,0.2908,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-07,openai,gpt-4o-mini,api,CC-200,536960,90984,1982,0.1351,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-08,openai,gpt-4o-mini,api,CC-200,744530,86791,1654,0.1638,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-09,openai,gpt-4o-mini,api,,1236930,152705,3527,0.2772,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api""}"
2026-03-10,openai,gpt-4o-mini,api,CC-200,1092462,168611,3133,0.265,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-11,openai,gpt-4o-mini,api,CC-200,1270832,184841,3401,0.3015,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-12,openai,gpt-4o-mini,,CC-200,910653,165879,3571,0.2361,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""CostCenter"": ""CC-200""}"
2026-03-13,openai,gpt-4o-mini,api,CC-200,921978,147343,3630,0.2267,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-14,openai,gpt-4o-mini,api,CC-200,557181,120743,1692,0.156,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-15,openai,gpt-4o-mini,api,CC-200,584407,105469,1852,0.1509,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-16,openai,gpt-4o-mini,api,CC-200,908117,182241,3040,0.2456,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-17,openai,gpt-4o-mini,api,CC-200,1118742,177478,3211,0.2743,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-18,openai,gpt-4o-mini,api,CC-200,1163402,201971,3434,0.2957,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-19,openai,gpt-4o-mini,api,CC-200,1229772,177567,2721,0.291,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-20,openai,gpt-4o-mini,,CC-200,1055593,177638,3558,0.2649,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""CostCenter"": ""CC-200""}"
2026-03-21,openai,gpt-4o-mini,,CC-200,717736,123950,1653,0.182,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""CostCenter"": ""CC-200""}"
2026-03-22,openai,gpt-4o-mini,api,CC-200,721426,119087,1686,0.1797,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-23,openai,gpt-4o-mini,api,CC-200,1200977,173538,3490,0.2843,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-24,openai,gpt-4o-mini,api,CC-200,1005655,214577,2880,0.2796,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-25,openai,gpt-4o-mini,api,CC-200,1101643,196246,3508,0.283,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-26,openai,gpt-4o-mini,api,CC-200,998501,193984,3446,0.2662,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-27,openai,gpt-4o-mini,api,CC-200,929421,201639,3327,0.2604,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-28,openai,gpt-4o-mini,api,CC-200,752990,127044,2151,0.1892,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-29,openai,gpt-4o-mini,api,CC-200,662650,98877,1642,0.1587,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-30,openai,gpt-4o-mini,api,CC-200,1053345,203232,2743,0.2799,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-31,openai,gpt-4o-mini,api,CC-200,918025,212562,2721,0.2652,sk-8118e297ead8c0ad,"{""Environment"": ""prod"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-02,openai,o1,ml,CC-100,86673,161134,58,10.9681,sk-1f5c7cc8a058fb10,"{""Environment"": ""dev"", ""Owner"": ""rnd@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-100""}"
2026-03-05,openai,o1,ml,CC-100,71825,132963,51,9.0552,sk-1f5c7cc8a058fb10,"{""Environment"": ""dev"", ""Owner"": ""rnd@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-100""}"
2026-03-09,openai,o1,ml,CC-100,90413,235729,74,15.4999,sk-1f5c7cc8a058fb10,"{""Environment"": ""dev"", ""Owner"": ""rnd@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-100""}"
2026-03-12,openai,o1,ml,CC-100,102884,226904,48,15.1575,sk-1f5c7cc8a058fb10,"{""Environment"": ""dev"", ""Owner"": ""rnd@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-100""}"
2026-03-16,openai,o1,ml,CC-100,177563,151264,72,11.7393,sk-1f5c7cc8a058fb10,"{""Environment"": ""dev"", ""Owner"": ""rnd@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-100""}"
2026-03-20,openai,o1,ml,CC-100,75747,125250,40,8.6512,sk-1f5c7cc8a058fb10,"{""Environment"": ""dev"", ""Owner"": ""rnd@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-100""}"
2026-03-24,openai,o1,ml,CC-100,109990,136765,57,9.8558,sk-1f5c7cc8a058fb10,"{""Environment"": ""dev"", ""Owner"": ""rnd@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-100""}"
2026-03-27,openai,o1,ml,CC-100,155785,131670,79,10.237,sk-1f5c7cc8a058fb10,"{""Environment"": ""dev"", ""Owner"": ""rnd@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-100""}"
2026-03-30,openai,o1,,CC-100,102530,114614,70,8.4148,sk-1f5c7cc8a058fb10,"{""Environment"": ""dev"", ""Owner"": ""rnd@hbt.co.kr"", ""CostCenter"": ""CC-100""}"
2026-03-03,anthropic,claude-3-haiku,api,CC-200,183475,49775,1192,0.1081,sk-a474c1f032637de4,"{""Environment"": ""stg"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-07,anthropic,claude-3-haiku,api,CC-200,210551,41962,955,0.1051,sk-a474c1f032637de4,"{""Environment"": ""stg"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-10,anthropic,claude-3-haiku,api,CC-200,228963,50930,723,0.1209,sk-a474c1f032637de4,"{""Environment"": ""stg"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-14,anthropic,claude-3-haiku,api,CC-200,154872,42347,974,0.0917,sk-a474c1f032637de4,"{""Environment"": ""stg"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-18,anthropic,claude-3-haiku,api,CC-200,154873,44187,1114,0.094,sk-a474c1f032637de4,"{""Environment"": ""stg"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-21,anthropic,claude-3-haiku,api,CC-200,127757,40899,1038,0.0831,sk-a474c1f032637de4,"{""Environment"": ""stg"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-25,anthropic,claude-3-haiku,api,CC-200,143717,36534,860,0.0816,sk-a474c1f032637de4,"{""Environment"": ""stg"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-28,anthropic,claude-3-haiku,api,CC-200,156694,46522,945,0.0973,sk-a474c1f032637de4,"{""Environment"": ""stg"", ""Owner"": ""api-platform@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-200""}"
2026-03-02,anthropic,claude-3-5-sonnet,ml,CC-300,2471775,935597,3389,21.4493,sk-ca993cfcd23b6445,"{""Environment"": ""prod"", ""Owner"": ""ml-platform@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-300""}"
2026-03-09,anthropic,claude-3-5-sonnet,ml,CC-300,2260462,879799,3666,19.9784,sk-ca993cfcd23b6445,"{""Environment"": ""prod"", ""Owner"": ""ml-platform@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-300""}"
2026-03-16,anthropic,claude-3-5-sonnet,ml,CC-300,2120017,958647,4252,20.7398,sk-ca993cfcd23b6445,"{""Environment"": ""prod"", ""Owner"": ""ml-platform@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-300""}"
2026-03-23,anthropic,claude-3-5-sonnet,,CC-300,2779008,772640,3093,19.9266,sk-ca993cfcd23b6445,"{""Environment"": ""prod"", ""Owner"": ""ml-platform@hbt.co.kr"", ""CostCenter"": ""CC-300""}"
2026-03-30,anthropic,claude-3-5-sonnet,ml,CC-300,1645715,656785,3707,14.7889,sk-ca993cfcd23b6445,"{""Environment"": ""prod"", ""Owner"": ""ml-platform@hbt.co.kr"", ""Project"": ""ml"", ""CostCenter"": ""CC-300""}"
2026-03-06,openai,gpt-4o-mini,data,CC-300,798188,258765,979,0.275,sk-ef33df2e10e97d61,"{""Environment"": ""prod"", ""Owner"": ""data-platform@hbt.co.kr"", ""Project"": ""data"", ""CostCenter"": ""CC-300""}"
2026-03-13,openai,gpt-4o-mini,data,CC-300,797775,254842,963,0.2726,sk-ef33df2e10e97d61,"{""Environment"": ""prod"", ""Owner"": ""data-platform@hbt.co.kr"", ""Project"": ""data"", ""CostCenter"": ""CC-300""}"
2026-03-20,openai,gpt-4o-mini,data,CC-300,862497,293523,990,0.3055,sk-ef33df2e10e97d61,"{""Environment"": ""prod"", ""Owner"": ""data-platform@hbt.co.kr"", ""Project"": ""data"", ""CostCenter"": ""CC-300""}"
2026-03-27,openai,gpt-4o-mini,data,CC-300,808421,242828,866,0.267,sk-ef33df2e10e97d61,"{""Environment"": ""prod"", ""Owner"": ""data-platform@hbt.co.kr"", ""Project"": ""data"", ""CostCenter"": ""CC-300""}"
2026-03-01,anthropic,claude-3-5-sonnet,api,CC-100,110596,79838,95,1.5294,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-100""}"
2026-03-04,anthropic,claude-3-5-sonnet,,CC-100,145710,80133,156,1.6391,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""CostCenter"": ""CC-100""}"
2026-03-06,anthropic,claude-3-5-sonnet,api,CC-100,124999,67330,166,1.3849,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-100""}"
2026-03-08,anthropic,claude-3-5-sonnet,api,CC-100,135878,72449,123,1.4944,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-100""}"
2026-03-11,anthropic,claude-3-5-sonnet,api,CC-100,174944,48465,100,1.2518,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-100""}"
2026-03-13,anthropic,claude-3-5-sonnet,api,CC-100,91510,86385,134,1.5703,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-100""}"
2026-03-15,anthropic,claude-3-5-sonnet,api,CC-100,117492,54155,103,1.1648,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-100""}"
2026-03-17,anthropic,claude-3-5-sonnet,,CC-100,204220,43794,85,1.2696,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""CostCenter"": ""CC-100""}"
2026-03-22,anthropic,claude-3-5-sonnet,api,CC-100,166907,50322,94,1.2556,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-100""}"
2026-03-26,anthropic,claude-3-5-sonnet,api,CC-100,89750,75963,86,1.4087,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-100""}"
2026-03-29,anthropic,claude-3-5-sonnet,api,CC-100,173876,57123,98,1.3785,sk-443faa09d4f44a57,"{""Environment"": ""dev"", ""Owner"": ""infra@hbt.co.kr"", ""Project"": ""api"", ""CostCenter"": ""CC-100""}"
